1	0.448	0.137	0.207	0.209	1.000	0.294	0.500	0.441	0.243	0.103	0.199	0.140	0.471	0.184	0.191	0.191	0.522	0.103	0.147	0.272	-1.784	0.846	0.716	0.522	-1.168	0.113	0.965	0.09	3.730	0.167	0.693	1.008	1.588	0.282	0.537	0.181	0.282	0.253	0.046	0.026	0.93	0.704072957724708	0.102639296187683	0.00146627565982405	0	0.00146627565982405	0	682	-401.2525196674	117.515840113	-404.903073638	-187.593278865	115.6571692805	173.8471278225	-137.4923136822	23.9455096700001	198.257682387	-184.427929696	492.523243907	644.995497918	69.2251720829998	46.0204468109999	-225.316873857	-20.9052396232	305.96520359	5.01104755200005	268.8309094385	-84.3197060130001	-439.071642134	-544.8619050502	145.542813012	540.447392975001	347.068995809	-21.1361147934999	82.397729823	48.7971998919999	-64.5450137443301	-147.599927706	241.9963850873	-253.170416822	-334.1474078571	-300.9313394663	651.659281672	-691.549279231001	306.472272662	-455.446808391	159.3280330855	22.8747259079999	258.1620748464	-60.350619559	30.626640553	552.265734142999	-192.607225065	131.111033375	591.894123658	152.5586110304	-37.2717606039999	386.5164643093	47.3873382809999	-568.138762089	275.6837632317	-149.1274666014	-360.535378533	270.1083652547	486.06416039456	-434.6368947587	-72.7340370802	-54.6451418066	
1	0.356	0.173	0.226	0.244	1.000	0.500	0.538	0.654	0.385	0.308	0.346	0.269	0.635	0.192	0.500	0.385	0.654	0.308	0.327	0.538	-1.323	0.469	0.763	0.336	-2.124	0.575	1.4	0.149	3.730	0.216	0.949	1.732	2.414	0.137	0.674	0.170	0.155	0.547	0.224	0.084	1.99	0.660907995178787	0.137055837563452	0.0101522842639594	0	0	0	394	270.454912707	-495.8678795643	-271.8394311137	199.864782709	188.9459050407	162.3529609155	-390.965753447	-4.55252509499999	-85.8652474103	-262.860783199	133.979686437	-227.054085014	188.650808435	-2.84088788599996	43.195734169	-401.21212752	191.729898992	-142.080343539	320.93399158	-136.233472428	-28.123700413	-159.9291661046	-207.143317453	-5.06107426250002	186.3401848987	-16.1871419452999	222.1693757193	-105.811573324	-100.1005753522	385.811425794	579.035053629	-89.6272274629998	97.570250961	-103.081171064	99.1030607210001	-645.542676231	184.057844985	-213.02148962	-487.300439173999	550.03936444194	229.2962153743	-290.72389244	649.947050937701	-291.038700941	-138.849937596	-494.8595473932	-240.737206691	125.317440377	463.268079446	-175.7141734582	37.8171585140001	-213.7214054175	-78.072461089749	-771.973892	-243.099935983	212.2825638704	-247.21570494272	-752.311397083999	126.297988309	-185.989286777	
1	0.361	0.215	0.185	0.239	1.000	0.442	0.533	0.629	0.537	0.479	0.246	0.287	0.512	0.304	0.229	0.287	0.550	0.325	0.329	0.517	-1.658	0.376	0.712	0.719	-2.563	0.421	1.095	1.046	3.689	0.091	0.484	0.713	1.063	0.074	0.774	0.047	0.179	0.748	0.010	0.008	3.52	0.759152697856726	0.12066974595843	0.00750577367205543	0.00115473441108545	0.00115473441108545	0	1732	-103.863308186601	-2848.630245773	-3317.22935707841	188.86637664925	-13.1090190897002	1522.8257056842	-1844.6092356005	92.2703468159998	-1319.725838457	-1143.035240426	243.115850771999	-468.2487482892	-48.5549302329997	1016.6961912918	298.067813074	-1241.29923077626	2277.905361117	1298.150264497	-282.614330124201	-587.743370401001	-1366.909961468	-1986.5167482727	-1517.4790694987	1778.8806609983	1540.6527949958	-1276.3387587749	1538.2970624	-830.5695292212	-1611.166139956	1425.7483061778	2015.462430228	-1749.910716365	55.1140837828203	-1288.659412516	2257.9745644582	-4098.4512061936	796.2128849702	-923.349178050599	-203.21564114845	3348.22526225999	1636.3758991927	-2630.31069305947	1915.24022898	221.672140046	-277.3240862899	-1273.277754331	215.571965783001	-1413.0482250635	1343.1162186634	-433.6507001428	-298.244446033541	338.484777029001	354.705417645751	-417.3809292714	-1475.055180112	2905.52299052819	-208.1462938725	-4465.5684482107	180.30527768266	-854.751056894501	
1	0.418	0.181	0.282	0.119	1.000	0.538	0.890	0.231	0.538	0.154	0.297	0.165	0.747	0.396	0.429	0.220	0.363	0.066	0.176	0.143	-1.739	0.363	0.95	0.597	-1.07	-0.948	1.351	0.669	3.249	0.080	0.409	0.678	1.082	0.136	0.829	0.109	0.062	0.361	0.088	0.059	1.87	0.782474320516317	0.170689655172414	0.00689655172413793	0	0	0	580	-588.684632396002	911.602082909999	-292.499112113146	-67.0997411800002	71.3299056140001	-45.8323669290002	19.2397216294999	588.490334264	355.798497105	-915.784416424	937.969783517999	628.59440836	737.5807323138	-135.024859003	-104.558696918	879.027882372001	519.1543094181	211.161884936	-29.144803034	288.920242264001	-161.567305588	-678.31936965	915.975394604	200.818622340999	323.238758439	225.846908353	-59.9156496692098	247.302007814	-613.754367419	-122.191057282	597.774829196	510.685734431	-723.297887322801	-225.510897236	796.791393939999	-89.6279753510003	344.411353631001	-518.151291325999	-1262.749781474	1109.162292282	359.381848498	36.9654901779999	71.0721080700001	-376.461384673	-409.591023232	288.4218795858	-235.86444072	-116.19100192	-550.224366359999	-62.0297262319998	926.373028369998	986.016499879999	147.721968794	-370.7874350628	-1211.9224712608	-30.4913578822001	242.503300692	-399.005940198	329.0457039446	-131.598725686	
1	0.398	0.119	0.212	0.271	1.000	0.250	0.484	0.609	0.234	0.031	0.219	0.219	0.484	0.219	0.250	0.281	0.609	0.203	0.297	0.484	-2.236	1.021	1.25	0.452	-2.107	0.746	1.317	0.043	4.103	0.155	0.626	1.038	1.654	0.218	0.565	0.316	0.119	0.363	0.061	0.008	0.80	0.705430685466983	0.119047619047619	0	0	0	0	378	-16.3484005164	-109.468100371	-59.793751429	-170.039128854	329.552339144	-195.520163343	97.454823284	172.31787567	-246.9160591933	-345.890998353	137.825367228	425.609029995	-96.0250000230001	-345.825291916	48.081684352	235.127057853	-193.139554556	-201.426691307	349.682181313	118.9696061374	125.308881546	2.96707896640005	150.83157834985	358.930564866	163.003889413	150.0370319565	-11.4581340620001	78.48115219	468.022446804	-412.087890478	152.5394023426	122.127401375	144.21925718588	64.339193904	207.479730805	-252.054509551	-340.775877822	-483.366330468	-93.9414231299	189.928712788	-159.6454592084	-202.334429839	-77.4906503690001	-21.270086541	29.1393266251	231.9979002298	618.363198592	485.506715416	315.206587899	159.083024012	-219.2677332135	-239.307848172	-19.9403980925	15.4809623579999	52.744717326	-164.6543630453	-158.0525104655	43.756239678734	188.0151715344	-126.704995167	
1	0.470	0.111	0.209	0.210	1.000	0.268	0.480	0.417	0.236	0.039	0.102	0.134	0.535	0.102	0.165	0.150	0.386	0.102	0.213	0.268	-0.5	0.211	0.375	0.053	-1.004	0.132	0.899	-0.027	4.192	0.080	0.736	1.288	2.112	0.221	0.568	0.065	0.368	0.419	0.106	0.063	-0.31	0.736122357174989	0.127986348122867	0.00511945392491468	0	0.00170648464163823	4	586	-185.44987775	-293.87355637	63.84279633	63.359533893	270.417848843	252.4182585355	21.4927266650001	-232.178065466	98.6014338657001	184.588784814	142.7605580385	414.921115943	-239.320794672	-80.4010009112	-175.833796411	232.70580106574	-107.6804403984	176.151888052	-27.1382002831999	102.420467135	59.3706576835	-194.673687804	-181.469915671	656.142006768	-32.2016469976	-4.95554858899996	344.783552727	-169.8863892277	-541.682857073	-316.3156413356	27.3880399570002	-52.705753454	191.09067069388	-216.263524497	-227.9533852916	126.261465888	-229.2439079488	47.4083079633	438.5699280535	-11.2232048102999	124.147253086	183.1398864585	-442.540036543	-38.1590038430001	103.924925001	-18.50640491	50.8252442430002	-338.106635534	-249.774948218	-10.6055082519999	-55.0140178630001	353.99343947874	269.487126525	-33.612388236	2.29090279600001	-39.7306925520001	-68.033827764	-180.819097595	159.5701801939	-154.479281635	
1	0.423	0.176	0.237	0.164	1.000	0.500	0.574	0.382	0.500	0.132	0.235	0.162	0.574	0.206	0.368	0.235	0.382	0.191	0.206	0.176	-1.864	0.149	0.855	1.001	-1.704	0.07	1.335	0.299	4.269	0.379	1.849	2.387	2.858	0.179	0.705	0.123	0.171	0.408	0.139	0.292	3.11	0.697865570727827	0.155778894472362	0.0100502512562814	0.00251256281407035	0.00251256281407035	0	398	-196.91246299	-34.6833905780001	-591.0428247584	-199.293664908	291.1179993185	-7.74770013699993	-638.5525940667	102.17047502	297.5158813501	-750.752892609	871.651905405	291.629620208	409.685173381	321.781579432	154.446150704	315.058683292	438.0188058923	219.095929584	21.4948647849996	270.293494692	-512.622224973	-380.249692541	-155.806245715	509.2865374613	543.333732282	-268.843462974	111.0960727483	191.14540456	-307.921629675	138.914884875321	395.133742348	-1.97156151699992	23.44428763944	76.1003151679999	685.0525411614	-433.651614262	268.720996592	-303.462133777	-395.156018804	553.464584005	566.6318152917	-248.924278639	8.98823244500002	-6.12638170899999	-421.58410128	-153.614236405	-498.3501603344	21.422187745	-137.563289321	192.606335472	577.077461643	325.821447686	193.525758839	107.725480974	-802.852884800001	591.17064002	438.425352769	-606.7676286363	149.1434949488	-209.207601514	
1	0.331	0.285	0.190	0.193	0.826	0.413	0.370	0.565	0.457	1.000	0.239	0.196	0.391	0.217	0.457	0.196	0.500	0.261	0.196	0.326	-2.62	1.087	0.303	1.456	-2.151	0.514	1.077	0.56	3.524	0.000	1.132	1.696	2.126	0.154	0.675	0.187	0.138	0.567	0.554	0.584	12.72	0.792579810181191	0.143790849673203	0.0261437908496732	0	0	0	306	-584.365409358	-339.514063286	-381.069290508399	-938.949443686999	-128.766169056	-75.8694173095003	-303.249501228	184.842831833	-25.066548454	-771.622383036001	1356.383636758	-371.66478838	-268.152357007699	-332.26543304345	648.735498934	-381.0976432685	351.7336117	275.211193228	-292.0194228175	135.308562893	-431.07941015	-632.36681148	188.57974450185	353.43209047	625.969923597	-474.173150204	-142.7272561501	270.22640801	456.98979826	288.224935699	206.389554157	-592.8662524	318.632713371	579.96900302	1170.672857289	-802.496023233	213.735364251	-244.859272837	-336.300022593	568.358334448001	423.43395533	-487.453255241	354.275681584	-351.35572924	-225.794602572	-295.534842918	17.82192039	620.1643975884	565.518751281	-436.7234372613	304.655905914	-140.160855466	-447.1907594	813.001022079	-291.802480976	985.8177618211	275.263406046001	698.1686364228	-583.888790233	925.385726549	
1	0.323	0.119	0.197	0.361	0.521	0.188	0.438	0.812	0.208	0.167	0.229	0.125	0.542	0.250	0.146	0.271	0.688	0.125	0.396	1.000	-1.512	1.154	0.806	0.111	-2.895	1.832	1.085	-0.023	3.886	0.151	0.600	0.899	1.293	0.122	0.663	0.167	0.170	0.622	0.163	0.071	0.26	0.776047261009667	0.11864406779661	0.00677966101694915	0	0.00338983050847458	0	295	-296.318159843	-538.583138456	-138.6956059	-189.746755977	141.281275115	-237.886943141	-358.614265514	-259.800961567	-389.8589353199	-236.632645461	247.946599649	-20.6443496149999	-392.12646122	-225.366451205	51.5418433140001	-261.497536035	-273.707181233	-298.68083465	661.024770837	87.4612080345	-4.86468157099997	-246.378048885	153.645397482	603.2954389163	-238.416392406	-162.520760604	-77.93958353	-349.219953265	409.7102232425	-109.146685465	692.390091706	178.2889676175	197.794726446	146.688316644	21.2831251060001	-697.218614341	57.1966834940001	80.218444185	-223.345645176	668.713217133	-230.961057225	-625.587402634	11.2062787340001	-343.65270988	-356.970575589	262.957163455	697.2990448605	385.9703204054	317.224917624	-224.4661956233	120.705108427	-159.739077799	-410.3686888775	-53.9468732199999	-5.774122047	110.36876792	-361.366266276	-152.590834179	143.55755476	-210.660235165	
1	0.428	0.158	0.272	0.142	1.000	0.357	0.795	0.393	0.411	0.143	0.286	0.107	0.768	0.321	0.411	0.125	0.366	0.125	0.134	0.223	-1.351	0.103	0.549	0.621	-2.495	-0.053	1.352	1.196	3.381	0.085	0.475	0.722	1.205	0.067	0.780	0.078	0.142	0.821	0.084	0.173	4.37	0.816379513806939	0.198507462686567	0.0149253731343284	0.00149253731343284	0.00149253731343284	0	670	-195.01374819	-130.251916006	-1547.0167453567	-40.048533881	613.4814891827	177.34376455	-987.028255808001	294.1851528326	-358.0326523484	-734.434060465	1655.179618079	209.666746042	537.093479594999	1002.573176002	77.9633409570004	-414.82360147	438.639736895	1582.104650288	379.578643813	481.492974987	-539.897584114001	-1004.152837565	-504.05447109715	759.427717403998	1088.702734066	-1145.4852504903	210.0239865606	-328.453491624	-1582.016008244	812.093527030001	224.514436407	-346.546268738	138.6309822345	-450.132241285	866.847525171	-1215.749123175	687.423135815599	-560.313699164699	-1013.180372609	1712.321124742	1345.0777762697	-220.4222533295	535.5372620412	773.464206594	-779.020914531	-778.525647926099	-414.050373502	100.120188337	-202.788880353	596.1205345511	1484.3161950117	1293.949177845	220.954692744	1018.003253837	-1748.683454329	1476.8177982567	910.701998704	-964.313304998201	139.8710028042	-17.3970427970001	
